user_rank,user_id,user_hash,embedding_0,embedding_1,embedding_2,embedding_3,embedding_4,embedding_5,embedding_6,embedding_7,embedding_8,embedding_9,class
33,13221,52a66bbf2352660ef0adf89bc5f846f1,-0.0002483016978408,-1.5375336804897575e-05,-7.559533419969262e-05,9.433924592072284e-05,-3.119709391840709e-05,4.076610536181818e-05,-1.2703583402644687e-05,5.143418165730401e-05,-0.0001246561967041,6.925106165776173e-05,20
34,938,7cae243a6e617bbac43848e587cf0177,-0.0001340003337447,-0.000345078627557,0.0002738622916136,0.0001461437501543,-0.0001672444936426,-0.0002512542077633,-2.121403832485084e-05,0.0001164745471992,-0.0001435125781582,0.0001935109429399,0
35,7115,0d3a4f39020bd4c87afbed245aecc619,-8.441556733307917e-05,2.9892364660381973e-05,0.0002282114179635,4.0663162618107816e-05,-6.851068890600568e-05,-0.0001401525345969,7.19445620033109e-06,-5.8681272452062047e-05,-0.0001564385047192,0.0002554020657159,0
36,14850,8bbba93b66a0dd78f3e3b5298245a9ad,7.573891611355311e-05,-0.0002367048842235,-0.0001149693297407,0.0001289848425295,-0.0001175705766187,9.781885406390483e-05,4.257437634043031e-06,8.058134132686348e-05,-9.469710482880208e-05,-9.615931326280166e-05,6
37,2692,05e65bb7f86105706938d4991724ef1a,-0.0001160773030351,-0.0002848638346829,0.0001418916877186,8.512755377885201e-05,-0.0001109177943653,-0.0001567616206675,-4.1525537087331e-06,0.0001897421230911,-0.0001207688401493,-2.342609147082713e-05,11
38,8520,e7a3777dc5c8053005191f49019f10a4,0.0007223980684049,-0.0004159355606407,-0.000310018673261,0.0002778579841218,-0.0002364369624339,0.0005285181635421,-5.287969071954064e-05,-0.0001152482538927,-5.118736696451701e-06,2.149379976715965e-05,23
39,4105,05422749e89268463444e00ddea1faf1,-0.0002345176149017,-4.480404041882541e-05,7.100838288690955e-05,-5.818730827858306e-05,-5.8014097633551245e-05,0.0001777931835582,-7.408770021940267e-06,-4.765810777960637e-05,-0.0001642112928535,0.0001925171283028,2
40,9709,405c66664cbd48bcbb7fc86c81137b6a,0.0001400110582546,0.0005761047868418,2.9429527742845727e-05,0.0003753324914618,-0.0001820182474512,-0.0001200641009933,-8.444686167559414e-05,1.5903553312220836e-05,0.0001962053139721,-0.0002770848444596,17
41,11201,277a3201c34aa4947e34a8290b997440,-0.0001555818394532,1.0200978960901408e-05,-0.0001781339171244,-6.481464163241049e-05,6.69603450013241e-05,-7.973277690667036e-05,-4.241240609247711e-06,-0.0001487100337269,0.0001574881978992,-4.954645121189478e-05,8
42,15646,e0d92f88cc1e08ff0a691f693e56de32,-3.20858841930952e-05,0.0001112385955503,-0.0002911336290168,-9.433690996037411e-05,0.0001193608021831,-6.318575378772743e-05,5.578532684192823e-06,4.0009714363969286e-06,9.040248439337276e-05,-4.73756384757207e-05,8
43,728,b3b403db4ba3c4cb154a57fb06c24699,-0.0002923373661464,-0.0002597312518097,9.943561247299456e-05,7.18658153356632e-05,-8.954959399919017e-05,-2.999960656981027e-05,-3.977858764344771e-06,9.789799247772763e-05,2.1895446058870585e-05,-7.306776510627818e-06,20
